ArrestNumber,ArChgNumID,Severity,NIBRS_Group,NIBRS_Crime_Category
18-013169,18-013169-01,M,B,PUBLIC INTOXICATION
18-029366,18-029366-01,M,B,DRIVING UNDER THE INFLUENCE
16-001204,16-001204-01,M,B,PUBLIC INTOXICATION
18-036493,18-036493-01,M,B,PUBLIC INTOXICATION
18-027603,18-027603-01,M,B,PUBLIC INTOXICATION
18-039219,18-039219-01,M,B,DRIVING UNDER THE INFLUENCE
18-036822,18-036822-01,M,A,LARCENY/ THEFT OFFENSES
18-004766,18-004766-01,M,B,DRIVING UNDER THE INFLUENCE
18-007837,18-007837-02,M,B,PUBLIC INTOXICATION
18-025133,18-025133-01,M,B,PUBLIC INTOXICATION
18-042819,18-042819-01,M,B,PUBLIC INTOXICATION
18-002993,18-002993-01,M,B,PUBLIC INTOXICATION
18-034604,18-034604-01,M,B,DRIVING UNDER THE INFLUENCE
18-009567,18-009567-01,M,B,TRESPASS OF REAL PROPERTY
18-036121,18-036121-01,M,B,PUBLIC INTOXICATION
18-004371,18-004371-01,M,B,DRIVING UNDER THE INFLUENCE
19-003748,19-003748-01,M,B,PUBLIC INTOXICATION
18-034150,18-034150-01,F,B,DRIVING UNDER THE INFLUENCE
18-034728,18-034728-01,M,B,PUBLIC INTOXICATION
19-003942,19-003942-01,F,B,ALL OTHER OFFENSES
18-036285,18-036285-01,M,A,DRUG/ NARCOTIC VIOLATIONS
18-044839,18-044839-01,M,B,PUBLIC INTOXICATION
18-021518,18-021518-01,M,B,DRIVING UNDER THE INFLUENCE
18-021408,18-021408-01,M,B,PUBLIC INTOXICATION
18-022403,18-022403-01,M,B,DRIVING UNDER THE INFLUENCE
18-031120,18-031120-01,F,A,LARCENY/ THEFT OFFENSES
18-026317,18-026317-02,M,B,ALL OTHER OFFENSES
18-038679,18-038679-01,M,B,DRIVING UNDER THE INFLUENCE
18-008564,18-008564-01,M,B,PUBLIC INTOXICATION
18-030463,18-030463-01,M,A,LARCENY/ THEFT OFFENSES
18-008921,18-008921-01,M,B,DRIVING UNDER THE INFLUENCE
18-000997,18-000997-01,F,A,LARCENY/ THEFT OFFENSES
18-039031,18-039031-01,M,B,TRESPASS OF REAL PROPERTY
18-008905,18-008905-01,M,B,DRIVING UNDER THE INFLUENCE
18-020953,18-020953-01,F,A,DRUG/ NARCOTIC VIOLATIONS
19-014367,19-014367-01,M,B,PUBLIC INTOXICATION
17-051086,17-051086-01,M,B,PUBLIC INTOXICATION
18-030703,18-030703-01,F,A,ROBBERY
18-002421,18-002421-01,M,B,PUBLIC INTOXICATION
18-036939,18-036939-01,M,B,PUBLIC INTOXICATION
18-044933,18-044933-01,M,B,PUBLIC INTOXICATION
18-005708,18-005708-01,F,A,FRAUD OFFENSES
18-031701,18-031701-01,M,B,DRIVING UNDER THE INFLUENCE
18-026686,18-026686-01,F,A,DRUG/ NARCOTIC VIOLATIONS
18-039325,18-039325-01,M,B,PUBLIC INTOXICATION
17-050892,17-050892-01,F,A,LARCENY/ THEFT OFFENSES
18-014279,18-014279-01,M,B,DRIVING UNDER THE INFLUENCE
18-023512,18-023512-01,M,B,PUBLIC INTOXICATION
17-045572,17-045572-01,M,B,PUBLIC INTOXICATION
18-034253,18-034253-01,M,A,ASSAULT OFFENSES
18-009509,18-009509-01,F,A,DRUG/ NARCOTIC VIOLATIONS
18-036559,18-036559-01,M,B,ALL OTHER OFFENSES
18-021514,18-021514-01,F,A,LARCENY/ THEFT OFFENSES
18-034494,18-034494-01,M,A,LARCENY/ THEFT OFFENSES
18-040954,18-040954-01,M,B,PUBLIC INTOXICATION
18-035640,18-035640-01,M,B,DRIVING UNDER THE INFLUENCE
18-009824,18-009824-01,M,B,DRIVING UNDER THE INFLUENCE
18-042398,18-042398-01,M,A,DRUG/ NARCOTIC VIOLATIONS
18-044330,18-044330-01,M,B,DRIVING UNDER THE INFLUENCE
18-038255,18-038255-02,F,B,ALL OTHER OFFENSES
18-041709,18-041709-01,M,B,TRESPASS OF REAL PROPERTY
17-036119,17-036119-01,M,B,PUBLIC INTOXICATION
18-005425,18-005425-01,M,B,DRIVING UNDER THE INFLUENCE
19-041793,19-041793-01,F,A,ROBBERY
17-046226,17-046226-01,M,B,PUBLIC INTOXICATION
18-014103,18-014103-01,M,B,PUBLIC INTOXICATION
18-033967,18-033967-01,M,B,PUBLIC INTOXICATION
18-004623,18-004623-01,M,B,PUBLIC INTOXICATION
18-004326,18-004326-01,F,A,DRUG/ NARCOTIC VIOLATIONS
19-028390,19-028390-01,M,B,PUBLIC INTOXICATION
18-032187,18-032187-01,M,A,DRUG/ NARCOTIC VIOLATIONS
20-022837,20-022837-01,M,B,PUBLIC INTOXICATION
18-012840,18-012840-01,M,B,PUBLIC INTOXICATION
18-044211,18-044211-01,M,B,PUBLIC INTOXICATION
18-017539,18-017539-01,M,A,DRUG/ NARCOTIC VIOLATIONS
18-037797,18-037797-03,M,B,ALL OTHER OFFENSES
19-011396,19-011396-01,M,B,PUBLIC INTOXICATION
18-028036,18-028036-01,M,B,PUBLIC INTOXICATION
18-000110,18-000110-01,M,B,DRIVING UNDER THE INFLUENCE
18-033849,18-033849-01,F,A,WEAPON LAW VIOLATIONS
19-024154,19-024154-01,M,B,PUBLIC INTOXICATION
18-002599,18-002599-01,F,A,MOTOR VEHICLE THEFT
18-022463,18-022463-01,M,B,TRESPASS OF REAL PROPERTY
17-051395,17-051395-01,M,B,PUBLIC INTOXICATION
18-020909,18-020909-01,F,A,WEAPON LAW VIOLATIONS
18-032891,18-032891-01,M,B,DRIVING UNDER THE INFLUENCE
18-020323,18-020323-02,M,B,DRIVING UNDER THE INFLUENCE
18-031998,18-031998-01,F,A,LARCENY/ THEFT OFFENSES
18-002606,18-002606-01,M,B,PUBLIC INTOXICATION
18-033531,18-033531-01,M,A,DRUG/ NARCOTIC VIOLATIONS
18-031685,18-031685-01,M,B,DRIVING UNDER THE INFLUENCE
18-036999,18-036999-04,M,B,ALL OTHER OFFENSES
18-032190,18-032190-01,M,B,PUBLIC INTOXICATION
19-021354,19-021354-01,M,B,PUBLIC INTOXICATION
18-032765,18-032765-02,M,C,TRAFFIC VIOLATION - HAZARDOUS
18-038102,18-038102-01,M,B,TRESPASS OF REAL PROPERTY
19-003797,19-003797-01,M,B,TRESPASS OF REAL PROPERTY
18-005388,18-005388-01,M,B,PUBLIC INTOXICATION
18-038572,18-038572-01,M,B,PUBLIC INTOXICATION
18-025526,18-025526-01,M,B,PUBLIC INTOXICATION
18-041469,18-041469-01,M,B,PUBLIC INTOXICATION
18-028210,18-028210-04,M,C,TRAFFIC VIOLATION - NON HAZARDOUS
18-040109,18-040109-01,M,B,PUBLIC INTOXICATION
18-032668,18-032668-01,M,B,PUBLIC INTOXICATION
19-027647,19-027647-01,M,A,LARCENY/ THEFT OFFENSES
16-006274,16-006274-01,M,B,PUBLIC INTOXICATION
18-021493,18-021493-01,M,B,PUBLIC INTOXICATION
17-044555,17-044555-01,M,B,PUBLIC INTOXICATION
18-003295,18-003295-01,M,B,PUBLIC INTOXICATION
18-010725,18-010725-01,M,B,PUBLIC INTOXICATION
18-044712,18-044712-02,M,B,ALL OTHER OFFENSES
18-000271,18-000271-01,M,B,PUBLIC INTOXICATION
19-010780,19-010780-01,M,A,LARCENY/ THEFT OFFENSES
19-011934,19-011934-01,M,B,PUBLIC INTOXICATION
18-041970,18-041970-04,M,C,TRAFFIC VIOLATION - NON HAZARDOUS
18-033609,18-033609-01,F,A,DRUG/ NARCOTIC VIOLATIONS
18-001134,18-001134-01,M,B,PUBLIC INTOXICATION
18-044033,18-044033-01,M,B,PUBLIC INTOXICATION
18-012118,18-012118-02,M,B,PUBLIC INTOXICATION
18-002631,18-002631-01,M,B,PUBLIC INTOXICATION
18-014015,18-014015-01,M,B,PUBLIC INTOXICATION
18-044791,18-044791-01,F,B,DRIVING UNDER THE INFLUENCE
18-042281,18-042281-01,M,B,PUBLIC INTOXICATION
18-016653,18-016653-01,M,B,PUBLIC INTOXICATION
18-008688,18-008688-01,M,B,PUBLIC INTOXICATION
18-023042,18-023042-03,M,C,TRAFFIC VIOLATION - NON HAZARDOUS
18-007178,18-007178-01,M,B,PUBLIC INTOXICATION
18-014628,18-014628-02,M,B,ALL OTHER OFFENSES
18-040980,18-040980-01,F,A,DRUG/ NARCOTIC VIOLATIONS
18-017841,18-017841-01,M,A,WEAPON LAW VIOLATIONS
18-035735,18-035735-01,M,B,PUBLIC INTOXICATION
18-030543,18-030543-01,M,B,PUBLIC INTOXICATION
18-016318,18-016318-01,M,B,PUBLIC INTOXICATION
18-019014,18-019014-01,F,B,DRIVING UNDER THE INFLUENCE
18-028911,18-028911-01,F,A,LARCENY/ THEFT OFFENSES
18-019793,18-019793-01,M,B,PUBLIC INTOXICATION
18-036812,18-036812-01,M,B,PUBLIC INTOXICATION
18-023141,18-023141-01,M,B,PUBLIC INTOXICATION
18-008608,18-008608-01,M,B,PUBLIC INTOXICATION
18-037332,18-037332-01,M,B,PUBLIC INTOXICATION
18-019254,18-019254-01,F,A,DRUG/ NARCOTIC VIOLATIONS
18-038741,18-038741-01,M,B,PUBLIC INTOXICATION
18-044447,18-044447-01,M,B,PUBLIC INTOXICATION
18-025561,18-025561-01,M,A,DRUG/ NARCOTIC VIOLATIONS
18-000324,18-000324-01,M,B,PUBLIC INTOXICATION
18-007481,18-007481-01,M,B,PUBLIC INTOXICATION
18-030264,18-030264-01,M,B,PUBLIC INTOXICATION
18-017617,18-017617-01,M,B,DRIVING UNDER THE INFLUENCE
16-037278,16-037278-01,M,B,PUBLIC INTOXICATION
18-001209,18-001209-01,M,B,PUBLIC INTOXICATION
18-016036,18-016036-01,M,B,PUBLIC INTOXICATION
18-045731,18-045731-01,M,B,PUBLIC INTOXICATION
18-023182,18-023182-01,M,B,PUBLIC INTOXICATION
17-009426,17-009426-01,M,B,PUBLIC INTOXICATION
18-033162,18-033162-01,M,B,TRESPASS OF REAL PROPERTY
18-029016,18-029016-01,M,A,LARCENY/ THEFT OFFENSES
18-024361,18-024361-01,M,B,PUBLIC INTOXICATION
18-022742,18-022742-01,F,B,DRIVING UNDER THE INFLUENCE
19-019915,19-019915-01,M,B,TRESPASS OF REAL PROPERTY
18-022876,18-022876-01,M,B,PUBLIC INTOXICATION
18-025386,18-025386-01,M,B,TRESPASS OF REAL PROPERTY
19-040283,19-040283-01,M,B,DRIVING UNDER THE INFLUENCE
18-002154,18-002154-02,M,B,PUBLIC INTOXICATION
18-042338,18-042338-01,M,B,PUBLIC INTOXICATION
17-017762,17-017762-01,M,B,PUBLIC INTOXICATION
18-010491,18-010491-01,M,B,PUBLIC INTOXICATION
18-044950,18-044950-01,F,A,DRUG/ NARCOTIC VIOLATIONS
18-001687,18-001687-01,M,B,PUBLIC INTOXICATION
18-038223,18-038223-01,M,B,PUBLIC INTOXICATION
17-024156,17-024156-01,M,B,PUBLIC INTOXICATION
18-018688,18-018688-01,M,B,TRESPASS OF REAL PROPERTY
18-004656,18-004656-01,M,B,DRIVING UNDER THE INFLUENCE
16-037511,16-037511-01,M,B,PUBLIC INTOXICATION
18-031078,18-031078-01,F,A,LARCENY/ THEFT OFFENSES
18-025325,18-025325-01,M,B,PUBLIC INTOXICATION
18-042084,18-042084-01,F,A,DRUG/ NARCOTIC VIOLATIONS
18-010567,18-010567-01,M,B,PUBLIC INTOXICATION
18-033095,18-033095-03,M,C,TRAFFIC VIOLATION - NON HAZARDOUS
18-008509,18-008509-01,M,B,PUBLIC INTOXICATION
18-044188,18-044188-01,M,B,PUBLIC INTOXICATION
18-024733,18-024733-01,M,B,PUBLIC INTOXICATION
18-009275,18-009275-01,F,A,ASSAULT OFFENSES
17-041356,17-041356-01,M,B,PUBLIC INTOXICATION
18-006076,18-006076-01,F,A,LARCENY/ THEFT OFFENSES
18-013934,18-013934-01,F,A,ASSAULT OFFENSES
19-006428,19-006428-02,M,B,PUBLIC INTOXICATION
18-014978,18-014978-01,M,B,PUBLIC INTOXICATION
16-039240,16-039240-01,M,B,PUBLIC INTOXICATION
18-025218,18-025218-01,F,A,DRUG/ NARCOTIC VIOLATIONS
18-003280,18-003280-01,M,B,PUBLIC INTOXICATION
18-032375,18-032375-01,F,A,DRUG/ NARCOTIC VIOLATIONS
18-033758,18-033758-01,M,B,PUBLIC INTOXICATION
18-023220,18-023220-01,M,B,PUBLIC INTOXICATION
19-026468,19-026468-01,F,A,LARCENY/ THEFT OFFENSES
18-006471,18-006471-01,M,B,PUBLIC INTOXICATION
18-003809,18-003809-01,M,B,TRESPASS OF REAL PROPERTY
18-036098,18-036098-02,M,B,ALL OTHER OFFENSES
18-012087,18-012087-01,M,A,DRUG/ NARCOTIC VIOLATIONS
18-026378,18-026378-01,M,B,PUBLIC INTOXICATION
18-024679,18-024679-01,M,B,PUBLIC INTOXICATION
18-014918,18-014918-01,M,B,PUBLIC INTOXICATION
16-021330,16-021330-01,M,B,ALL OTHER OFFENSES
17-024512,17-024512-01,M,B,PUBLIC INTOXICATION
17-027145,17-027145-01,M,B,PUBLIC INTOXICATION
18-023563,18-023563-01,F,A,ASSAULT OFFENSES
18-031616,18-031616-01,M,B,PUBLIC INTOXICATION
18-026036,18-026036-01,M,B,DRIVING UNDER THE INFLUENCE
18-022672,18-022672-01,M,B,PUBLIC INTOXICATION
19-005927,19-005927-01,M,B,PUBLIC INTOXICATION
18-010595,18-010595-03,M,C,TRAFFIC VIOLATION - NON HAZARDOUS
18-028144,18-028144-01,M,B,TRESPASS OF REAL PROPERTY
18-014473,18-014473-01,M,A,DRUG/ NARCOTIC VIOLATIONS
16-017278,16-017278-01,M,B,PUBLIC INTOXICATION
18-013510,18-013510-01,M,B,PUBLIC INTOXICATION
18-002197,18-002197-01,F,A,DRUG/ NARCOTIC VIOLATIONS
18-016972,18-016972-01,F,A,DRUG/ NARCOTIC VIOLATIONS
18-007392,18-007392-01,M,B,DRIVING UNDER THE INFLUENCE
18-022471,18-022471-01,F,A,DRUG/ NARCOTIC VIOLATIONS
20-012675,20-012675-01,N,C,APOWW (SOCIAL SERVICES REFERRAL)
18-033039,18-033039-01,M,A,WEAPON LAW VIOLATIONS
18-022368,18-022368-01,M,B,PUBLIC INTOXICATION
18-008790,18-008790-01,M,B,PUBLIC INTOXICATION
18-014544,18-014544-01,M,B,PUBLIC INTOXICATION
18-033226,18-033226-01,M,B,PUBLIC INTOXICATION
18-005200,18-005200-01,M,B,PUBLIC INTOXICATION
18-033424,18-033424-01,M,B,PUBLIC INTOXICATION
18-030091,18-030091-01,M,B,DRIVING UNDER THE INFLUENCE
19-014587,19-014587-01,M,B,TRESPASS OF REAL PROPERTY
19-004069,19-004069-01,M,B,PUBLIC INTOXICATION
18-033683,18-033683-01,M,A,LARCENY/ THEFT OFFENSES
18-036859,18-036859-01,M,B,TRESPASS OF REAL PROPERTY
20-014971,20-014971-01,F,A,ASSAULT OFFENSES
18-003921,18-003921-01,M,B,DRIVING UNDER THE INFLUENCE
18-036999,18-036999-03,M,B,ALL OTHER OFFENSES
18-045496,18-045496-01,M,B,PUBLIC INTOXICATION
18-038764,18-038764-01,M,B,PUBLIC INTOXICATION
18-021823,18-021823-01,M,C,TRAFFIC VIOLATION - HAZARDOUS
20-037460,20-037460-01,N,C,APOWW (SOCIAL SERVICES REFERRAL)
19-032381,19-032381-01,M,B,PUBLIC INTOXICATION
18-043755,18-043755-01,M,A,DRUG/ NARCOTIC VIOLATIONS
18-027225,18-027225-01,M,B,PUBLIC INTOXICATION
18-000473,18-000473-01,M,A,DRUG/ NARCOTIC VIOLATIONS
18-022867,18-022867-01,F,A,WEAPON LAW VIOLATIONS
18-037446,18-037446-01,M,B,PUBLIC INTOXICATION
18-043194,18-043194-01,M,B,PUBLIC INTOXICATION
18-022295,18-022295-01,M,A,DRUG/ NARCOTIC VIOLATIONS
18-022184,18-022184-01,M,B,PUBLIC INTOXICATION
17-028243,17-028243-01,M,B,PUBLIC INTOXICATION
18-013161,18-013161-01,M,A,DRUG/ NARCOTIC VIOLATIONS
18-019178,18-019178-01,M,B,PUBLIC INTOXICATION
18-008488,18-008488-01,M,B,PUBLIC INTOXICATION
18-027655,18-027655-02,M,C,TRAFFIC VIOLATION - NON HAZARDOUS
18-037125,18-037125-02,F,A,WEAPON LAW VIOLATIONS
18-018628,18-018628-01,M,B,PUBLIC INTOXICATION
18-040371,18-040371-01,M,A,DRUG/ NARCOTIC VIOLATIONS
18-020466,18-020466-01,M,B,DRIVING UNDER THE INFLUENCE
18-034828,18-034828-01,F,A,DRUG/ NARCOTIC VIOLATIONS
19-025206,19-025206-01,M,B,PUBLIC INTOXICATION
18-023382,18-023382-02,F,A,FRAUD OFFENSES
20-030772,20-030772-01,M,B,TRESPASS OF REAL PROPERTY
18-026707,18-026707-01,M,A,DRUG/ NARCOTIC VIOLATIONS
18-032054,18-032054-01,M,A,DRUG/ NARCOTIC VIOLATIONS
18-039867,18-039867-01,F,B,DRIVING UNDER THE INFLUENCE
18-024147,18-024147-01,M,B,PUBLIC INTOXICATION
18-037428,18-037428-01,F,A,DRUG/ NARCOTIC VIOLATIONS
16-043517,16-043517-01,M,B,PUBLIC INTOXICATION
18-041646,18-041646-01,F,A,ROBBERY
18-022903,18-022903-01,M,B,PUBLIC INTOXICATION
18-034674,18-034674-01,M,A,LARCENY/ THEFT OFFENSES
18-037896,18-037896-01,M,B,DISORDERLY CONDUCT
18-007955,18-007955-02,M,B,ALL OTHER OFFENSES
18-029532,18-029532-01,M,B,PUBLIC INTOXICATION
18-014837,18-014837-01,M,A,DRUG/ NARCOTIC VIOLATIONS
18-039444,18-039444-01,M,B,PUBLIC INTOXICATION
18-024876,18-024876-01,M,B,TRESPASS OF REAL PROPERTY
18-030950,18-030950-01,M,B,PUBLIC INTOXICATION
18-037480,18-037480-01,M,B,DRIVING UNDER THE INFLUENCE
18-028594,18-028594-01,M,B,TRESPASS OF REAL PROPERTY
18-043720,18-043720-01,M,B,PUBLIC INTOXICATION
18-032089,18-032089-01,F,A,DRUG/ NARCOTIC VIOLATIONS
18-015519,18-015519-01,M,B,DRIVING UNDER THE INFLUENCE
18-005153,18-005153-01,M,B,TRESPASS OF REAL PROPERTY
18-040030,18-040030-01,M,A,DRUG/ NARCOTIC VIOLATIONS
18-037483,18-037483-01,M,B,PUBLIC INTOXICATION
18-034624,18-034624-01,M,A,DRUG/ NARCOTIC VIOLATIONS
18-030883,18-030883-01,M,A,LARCENY/ THEFT OFFENSES
18-006143,18-006143-01,M,A,DRUG/ NARCOTIC VIOLATIONS
17-044097,17-044097-01,M,B,PUBLIC INTOXICATION
18-034696,18-034696-01,M,B,PUBLIC INTOXICATION
18-035056,18-035056-01,M,B,PUBLIC INTOXICATION
18-029588,18-029588-01,M,B,PUBLIC INTOXICATION
18-018611,18-018611-01,M,B,PUBLIC INTOXICATION
18-026385,18-026385-02,M,B,ALL OTHER OFFENSES
17-049430,17-049430-01,M,B,PUBLIC INTOXICATION
18-000313,18-000313-01,M,B,PUBLIC INTOXICATION
18-042256,18-042256-01,M,B,DRIVING UNDER THE INFLUENCE
18-021984,18-021984-04,M,B,ALL OTHER OFFENSES
18-013931,18-013931-01,M,B,PUBLIC INTOXICATION
18-000879,18-000879-01,M,B,TRESPASS OF REAL PROPERTY
20-006503,20-006503-01,M,B,PUBLIC INTOXICATION
18-004908,18-004908-01,M,B,PUBLIC INTOXICATION
18-011524,18-011524-01,M,B,PUBLIC INTOXICATION
18-016047,18-016047-01,M,A,DRUG/ NARCOTIC VIOLATIONS
18-025788,18-025788-01,M,B,PUBLIC INTOXICATION
18-017260,18-017260-01,M,B,TRESPASS OF REAL PROPERTY
18-019533,18-019533-01,F,A,DRUG/ NARCOTIC VIOLATIONS
18-027491,18-027491-01,M,B,PUBLIC INTOXICATION
18-022449,18-022449-01,M,B,PUBLIC INTOXICATION
18-000374,18-000374-01,M,B,PUBLIC INTOXICATION
18-003575,18-003575-01,M,B,PUBLIC INTOXICATION
18-030845,18-030845-01,M,B,PUBLIC INTOXICATION
18-045728,18-045728-01,F,A,ASSAULT OFFENSES
18-040754,18-040754-01,M,B,PUBLIC INTOXICATION
18-032943,18-032943-01,F,A,LARCENY/ THEFT OFFENSES
18-004644,18-004644-01,M,B,PUBLIC INTOXICATION
18-028951,18-028951-01,F,B,ALL OTHER OFFENSES
18-017795,18-017795-01,M,B,TRESPASS OF REAL PROPERTY
18-010633,18-010633-01,M,B,DRIVING UNDER THE INFLUENCE
18-038358,18-038358-01,M,B,DRIVING UNDER THE INFLUENCE
17-047736,17-047736-01,M,B,PUBLIC INTOXICATION
16-052346,16-052346-01,M,A,LARCENY/ THEFT OFFENSES
18-021519,18-021519-01,M,B,DRIVING UNDER THE INFLUENCE
18-045625,18-045625-01,M,B,PUBLIC INTOXICATION
18-023018,18-023018-01,M,B,PUBLIC INTOXICATION
17-024189,17-024189-01,M,B,PUBLIC INTOXICATION
17-036480,17-036480-01,M,B,PUBLIC INTOXICATION
18-023289,18-023289-01,M,B,PUBLIC INTOXICATION
18-032077,18-032077-01,M,A,DRUG/ NARCOTIC VIOLATIONS
18-033930,18-033930-01,M,B,TRESPASS OF REAL PROPERTY
18-032266,18-032266-01,M,A,WEAPON LAW VIOLATIONS
18-012953,18-012953-01,M,B,PUBLIC INTOXICATION
19-014643,19-014643-01,M,B,PUBLIC INTOXICATION
18-036615,18-036615-01,M,B,PUBLIC INTOXICATION
18-033634,18-033634-01,M,B,TRESPASS OF REAL PROPERTY
19-010511,19-010511-01,M,A,ASSAULT OFFENSES
18-009113,18-009113-01,M,B,PUBLIC INTOXICATION
19-025284,19-025284-01,M,B,PUBLIC INTOXICATION
18-022684,18-022684-01,M,B,PUBLIC INTOXICATION
18-011103,18-011103-01,M,B,"FAMILY OFFENSES, NONVIOLENT"
18-017511,18-017511-01,M,B,PUBLIC INTOXICATION
17-037724,17-037724-02,M,B,TRESPASS OF REAL PROPERTY
18-014266,18-014266-01,M,B,DRIVING UNDER THE INFLUENCE
18-036966,18-036966-01,M,B,PUBLIC INTOXICATION
19-009101,19-009101-01,M,B,PUBLIC INTOXICATION
18-035176,18-035176-01,F,A,MOTOR VEHICLE THEFT
18-042210,18-042210-01,M,B,PUBLIC INTOXICATION
18-031317,18-031317-01,F,A,BURGLARY/ BREAKING & ENTERING
18-034448,18-034448-01,M,B,PUBLIC INTOXICATION
18-011591,18-011591-01,M,B,PUBLIC INTOXICATION
18-017447,18-017447-01,M,B,PUBLIC INTOXICATION
17-039088,17-039088-01,M,B,TRESPASS OF REAL PROPERTY
18-026588,18-026588-01,M,A,DESTRUCTION/ DAMAGE/ VANDALISM OF PROPERTY
18-013983,18-013983-01,M,B,PUBLIC INTOXICATION
18-013075,18-013075-01,M,B,DRIVING UNDER THE INFLUENCE
18-031379,18-031379-01,M,B,DRIVING UNDER THE INFLUENCE
18-009009,18-009009-01,M,B,PUBLIC INTOXICATION
18-011506,18-011506-01,M,B,PUBLIC INTOXICATION
18-006806,18-006806-01,F,A,LARCENY/ THEFT OFFENSES
18-029725,18-029725-01,M,B,DISORDERLY CONDUCT
18-017227,18-017227-01,F,A,MOTOR VEHICLE THEFT
18-004683,18-004683-01,M,B,PUBLIC INTOXICATION
18-013952,18-013952-02,M,C,TRAFFIC VIOLATION - NON HAZARDOUS
18-030709,18-030709-01,M,B,TRESPASS OF REAL PROPERTY
20-002215,20-002215-01,M,B,PUBLIC INTOXICATION
16-039587,16-039587-01,M,A,DRUG/ NARCOTIC VIOLATIONS
18-032765,18-032765-01,M,B,DRIVING UNDER THE INFLUENCE
18-022925,18-022925-01,F,A,MOTOR VEHICLE THEFT
18-015279,18-015279-01,M,B,DRIVING UNDER THE INFLUENCE
16-035571,16-035571-01,M,B,PUBLIC INTOXICATION
18-008549,18-008549-01,M,A,LARCENY/ THEFT OFFENSES
18-026217,18-026217-01,M,B,PUBLIC INTOXICATION
18-042785,18-042785-01,M,A,DRUG/ NARCOTIC VIOLATIONS
18-037457,18-037457-01,M,B,PUBLIC INTOXICATION
18-007220,18-007220-02,M,A,DRUG/ NARCOTIC VIOLATIONS
18-030756,18-030756-01,M,B,PUBLIC INTOXICATION
18-015747,18-015747-01,F,A,FRAUD OFFENSES
19-036000,19-036000-01,M,B,PUBLIC INTOXICATION
18-035069,18-035069-02,M,B,ALL OTHER OFFENSES
18-010751,18-010751-01,M,B,DRIVING UNDER THE INFLUENCE
18-008683,18-008683-01,M,B,TRESPASS OF REAL PROPERTY
18-019590,18-019590-01,F,A,MOTOR VEHICLE THEFT
18-017406,18-017406-01,M,A,DRUG/ NARCOTIC VIOLATIONS
18-009799,18-009799-01,M,B,PUBLIC INTOXICATION
18-021793,18-021793-01,M,B,DRIVING UNDER THE INFLUENCE
18-015156,18-015156-01,M,B,PUBLIC INTOXICATION
18-015032,18-015032-01,M,B,PUBLIC INTOXICATION
18-014398,18-014398-01,M,B,PUBLIC INTOXICATION
18-033156,18-033156-01,F,A,DRUG/ NARCOTIC VIOLATIONS
18-013381,18-013381-01,M,C,TRAFFIC VIOLATION - HAZARDOUS
18-018913,18-018913-01,M,B,PUBLIC INTOXICATION
18-026021,18-026021-01,M,B,PUBLIC INTOXICATION
18-036084,18-036084-01,F,A,LARCENY/ THEFT OFFENSES
18-031224,18-031224-01,F,A,DRUG/ NARCOTIC VIOLATIONS
18-023496,18-023496-01,M,A,DESTRUCTION/ DAMAGE/ VANDALISM OF PROPERTY
16-026321,16-026321-02,M,B,PUBLIC INTOXICATION
18-010437,18-010437-01,F,A,DRUG/ NARCOTIC VIOLATIONS
18-024283,18-024283-01,M,A,DRUG/ NARCOTIC VIOLATIONS
18-040517,18-040517-01,M,B,TRESPASS OF REAL PROPERTY
18-008810,18-008810-01,F,A,DRUG/ NARCOTIC VIOLATIONS
18-024103,18-024103-01,M,A,LARCENY/ THEFT OFFENSES
18-001953,18-001953-01,M,B,PUBLIC INTOXICATION
18-016178,18-016178-01,M,B,PUBLIC INTOXICATION
18-008192,18-008192-01,M,B,TRESPASS OF REAL PROPERTY
18-024191,18-024191-01,M,B,PUBLIC INTOXICATION
18-006536,18-006536-01,M,B,PUBLIC INTOXICATION
18-006577,18-006577-01,M,A,DRUG/ NARCOTIC VIOLATIONS
18-000920,18-000920-01,M,A,DRUG/ NARCOTIC VIOLATIONS
18-035871,18-035871-01,M,B,PUBLIC INTOXICATION
18-033729,18-033729-01,M,B,TRESPASS OF REAL PROPERTY
17-021800,17-021800-01,M,B,PUBLIC INTOXICATION
18-021809,18-021809-01,M,B,PUBLIC INTOXICATION
18-041507,18-041507-01,M,B,PUBLIC INTOXICATION
16-052853,16-052853-01,M,B,PUBLIC INTOXICATION
18-014749,18-014749-01,M,B,TRESPASS OF REAL PROPERTY
18-035070,18-035070-01,M,B,PUBLIC INTOXICATION
18-015907,18-015907-01,M,B,PUBLIC INTOXICATION
18-039445,18-039445-01,F,B,ALL OTHER OFFENSES
18-038568,18-038568-01,M,B,PUBLIC INTOXICATION
18-018825,18-018825-01,M,B,DRIVING UNDER THE INFLUENCE
18-012850,18-012850-01,M,B,PUBLIC INTOXICATION
18-016215,18-016215-01,M,B,TRESPASS OF REAL PROPERTY
18-028339,18-028339-01,M,B,PUBLIC INTOXICATION
18-034011,18-034011-01,M,B,PUBLIC INTOXICATION
17-044878,17-044878-01,M,B,PUBLIC INTOXICATION
18-038412,18-038412-01,M,A,FRAUD OFFENSES
18-006880,18-006880-01,M,B,TRESPASS OF REAL PROPERTY
18-043089,18-043089-01,M,B,PUBLIC INTOXICATION
18-018137,18-018137-01,M,B,PUBLIC INTOXICATION
18-007889,18-007889-01,M,B,PUBLIC INTOXICATION
18-045699,18-045699-01,M,A,WEAPON LAW VIOLATIONS
